Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Hydrogen (kg),Hydrogen (kg) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kWh),Electric Propulsion (kWh) Questionable,Electric Battery (kWh),Electric Battery (kWh) Questionable,Diesel (miles),Diesel Questionable,Gasoline (miles),Gasoline Questionable,Liquefied Petroleum Gas (miles),Liquefied Petroleum Gas Questionable,Compressed Natural Gas (miles),Compressed Natural Gas Questionable,Hydrogen (miles),Hydrogen Questionable,Other Fuel (miles),Other Fuel Questionable,Electric Propulsion (miles),Electric Propulsion Questionable,Electric Battery (miles),Electric Battery Questionable,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Hydrogen (mpkg),Hydrogen (mpkg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kWh),Electric Propulsion (mi/kWh) Questionable,Electric Battery (mi/kWh),Electric Battery (mi/kWh) Questionable
"City of Fayetteville, dba: Fayetteville Area System of Transit",Fayetteville,NC,40009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,29440,"Fayetteville, NC","325,008",37,MB,DO,18,"251,787",,"5,247",,"1,271",,0,,0,,0,,0,,0,,0,,"946,417",,0,,0,,0,,0,,"19,906",,0,,0,,3.76,,0.00,,0.00,,,,,,,,,,,
"City of Racine, Wisconsin, dba: RYDE",Racine,WI,50006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,73153,"Racine, WI","134,877",37,CB,PT,3,"43,804",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.00,,,,,,,,,,,,,,,
"City of Fayetteville, dba: Fayetteville Area System of Transit",Fayetteville,NC,40009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,29440,"Fayetteville, NC","325,008",37,DR,DO,13,0,,"40,004",,"3,320",,0,,0,,0,,0,,0,,0,,0,,"32,519",,0,,0,,0,,"420,244",,0,,0,,,,0.81,,0.00,,,,,,,,,,,
"City of Mobile, dba: THE WAVE TRANSIT SYSTEM",Mobile,AL,40043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57925,"Mobile, AL","321,907",37,DR,DO,17,0,,"101,078",,0,,0,,0,,0,,0,,0,,0,,0,,"550,448",,0,,0,,0,,0,,0,,0,,,,5.45,,,,,,,,,,,,,
"Board of  Clermont County Commissioners, dba: Clermont Transportation Connection",Batavia,OH,50166,"City, County or Local Government Unit or Department of Transportation",Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",36,DR,DO,11,0,,"39,173",,0,,0,,0,,0,,0,,0,,0,,0,,"218,044",,0,,0,,0,,0,,0,,0,,,,5.57,,,,,,,,,,,,,
"Board of  Clermont County Commissioners, dba: Clermont Transportation Connection",Batavia,OH,50166,"City, County or Local Government Unit or Department of Transportation",Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",36,MB,DO,7,"5,876",,"7,438",,0,,0,,0,,0,,0,,0,,0,,"37,892",,"218,671",,0,,0,,0,,0,,0,,0,,6.45,,29.40,,,,,,,,,,,,,
"Port Imperial Ferry Corporation, dba: NY Waterway",Weehawken,NJ,20190,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",36,FB,DO,18,"1,908,884",,0,,0,,0,,0,,0,,0,,0,,0,,"444,326",,0,,0,,0,,0,,0,,0,,0,,0.23,,,,,,,,,,,,,,,
"Butte County Association of Governments, dba: Butte Regional Transit/B-Line",Chico,CA,90208,"MPO, COG or Other Planning Agency",Full Reporter,16318,"Chico, CA","111,411",36,MB,PT,24,"209,877",,0,,0,,"6,478",,0,,0,,0,,0,,0,,"1,100,705",,0,,0,,0,,0,,0,,0,,0,,5.24,,,,,,,,,,,,,,,
Butler County Regional Transit Authority,Hamilton,OH,50157,Independent Public Agency or Authority of Transit Service,Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",36,MB,DO,16,"53,158",,"41,875",,0,,0,,0,,0,,0,,0,,0,,"278,361",,"172,647",,0,,0,,0,,0,,0,,0,,5.24,,4.12,,,,,,,,,,,,,
"Frederick County, Maryland, dba: TransIt",Frederick,MD,30072,"City, County or Local Government Unit or Department of Transportation",Full Reporter,31519,"Frederick, MD","176,456",36,MB,DO,20,"103,057",,"46,436",,0,,0,,0,,0,,0,,0,,"212,523",,"520,676",,"197,479",,0,,0,,0,,0,,0,,"105,818",,5.05,,4.25,,,,,,,,,,,,0.50,
Muncie Indiana Transit System,Muncie,IN,50054,Independent Public Agency or Authority of Transit Service,Full Reporter,60625,"Muncie, IN","84,382",36,MB,DO,27,0,,0,,0,,0,,"139,992",,0,,0,,0,,0,,"739,235",,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"County of Washington, dba: Washington County Transit",West Bend,WI,50160,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",36,CB,PT,8,"62,568",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.00,,,,,,,,,,,,,,,
"Board of  Clermont County Commissioners, dba: Clermont Transportation Connection",Batavia,OH,50166,"City, County or Local Government Unit or Department of Transportation",Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",36,DR,PT,18,0,,"46,687",,0,,0,,0,,0,,0,,0,,0,,0,,"516,370",,0,,0,,0,,0,,0,,0,,,,11.06,,,,,,,,,,,,,
"Port Imperial Ferry Corporation, dba: NY Waterway",Weehawken,NJ,20190,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",36,MB,DO,18,"99,043",,0,,0,,0,,0,,0,,0,,0,,0,,"253,908",,0,,0,,0,,0,,0,,0,,0,,2.56,,,,,,,,,,,,,,,
"Lakeland Bus Lines, Inc.",Dover,NJ,20163,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",36,CB,DO,36,"293,079",,0,,0,,0,,0,,0,,0,,0,,0,,"1,011,075",,0,,0,,0,,0,,0,,0,,0,,3.45,,,,,,,,,,,,,,,
"Butte County Association of Governments, dba: Butte Regional Transit/B-Line",Chico,CA,90208,"MPO, COG or Other Planning Agency",Full Reporter,16318,"Chico, CA","111,411",36,DR,PT,12,0,,"52,161",,0,,0,,0,,0,,0,,0,,0,,0,,"287,459",,0,,0,,0,,0,,0,,0,,,,5.51,,,,,,,,,,,,,
Butler County Regional Transit Authority,Hamilton,OH,50157,Independent Public Agency or Authority of Transit Service,Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",36,DR,DO,20,0,,"75,981",,0,,0,,0,,0,,0,,0,,0,,0,,"1,081,311",,0,,0,,0,,0,,0,,0,,,,14.23,,,,,,,,,,,,,
"County of Washington, dba: Washington County Transit",West Bend,WI,50160,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",36,DR,PT,28,0,,"100,664",,0,,0,,0,,0,,0,,0,,0,,0,,"1,078,800",,0,,0,,0,,0,,0,,0,,,,10.72,,,,,,,,,,,,,
"Frederick County, Maryland, dba: TransIt",Frederick,MD,30072,"City, County or Local Government Unit or Department of Transportation",Full Reporter,31519,"Frederick, MD","176,456",36,DR,DO,16,"2,533",,"64,069",,0,,0,,0,,0,,0,,0,,0,,"26,707",,"383,462",,0,,0,,0,,0,,0,,0,,10.54,,5.99,,,,,,,,,,,,,
Muncie Indiana Transit System,Muncie,IN,50054,Independent Public Agency or Authority of Transit Service,Full Reporter,60625,"Muncie, IN","84,382",36,DR,DO,9,0,,0,,"43,584",,0,,0,,0,,0,,0,,0,,0,,0,,"172,249",,0,,0,,"172,249",,0,,0,,,,,,3.95,,,,,,,,,,,
Lower Rio Grande Valley Development Council,Weslaco,TX,60090,"MPO, COG or Other Planning Agency",Full Reporter,52390,"McAllen, TX","779,553",35,DR,DO,6,0,,"19,743",,0,,0,,0,,0,,0,,0,,0,,0,,"121,303",,0,,0,,0,,0,,0,,0,,,,6.14,,,,,,,,,,,,,
River Bend Transit,Davenport,IA,70049,Private-Non-Profit Corporation,Full Reporter,22366,"Davenport, IA--IL","285,211",35,MB,DO,3,0,,"9,522",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0.00,,,,,,,,,,,,,
Concho Valley Transit District,San Angelo,TX,60102,Independent Public Agency or Authority of Transit Service,Full Reporter,78553,"San Angelo, TX","99,982",35,MB,DO,8,"2,412",,"59,961",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.00,,0.00,,,,,,,,,,,,,
Golden Crescent Regional Planning Commission,Victoria,TX,60095,"MPO, COG or Other Planning Agency",Full Reporter,90514,"Victoria, TX","65,986",35,DR,DO,18,0,,"101,289",,0,,0,,0,,0,,0,,0,,0,,0,,"47,918",,0,,0,,0,,0,,0,,0,,,,0.47,,,,,,,,,,,,,
"Valley Metro Rail, Inc.",Phoenix,AZ,90209,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,69184,"Phoenix--Mesa--Scottsdale, AZ","3,976,313",35,LR,PT,32,0,,0,,0,,0,,0,,0,,0,,"20,234,809",,0,,0,,0,,0,,0,,0,,0,,"2,973,678",,0,,,,,,,,,,,,,,0.15,,,
Lower Rio Grande Valley Development Council,Weslaco,TX,60090,"MPO, COG or Other Planning Agency",Full Reporter,52390,"McAllen, TX","779,553",35,MB,DO,29,"171,542",,"158,641",,0,,0,,0,,0,,0,,0,,0,,"1,191,766",,"715,665",,0,,0,,0,,0,,0,,0,,6.95,,4.51,,,,,,,,,,,,,
Golden Crescent Regional Planning Commission,Victoria,TX,60095,"MPO, COG or Other Planning Agency",Full Reporter,90514,"Victoria, TX","65,986",35,MB,DO,10,0,,"41,533",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0.00,,,,,,,,,,,,,
River Bend Transit,Davenport,IA,70049,Private-Non-Profit Corporation,Full Reporter,22366,"Davenport, IA--IL","285,211",35,DR,DO,32,0,,"144,699",,0,,0,,0,,0,,0,,0,,0,,0,,"1,080,834",,0,,0,,0,,0,,0,,0,,,,7.47,,,,,,,,,,,,,
Concho Valley Transit District,San Angelo,TX,60102,Independent Public Agency or Authority of Transit Service,Full Reporter,78553,"San Angelo, TX","99,982",35,DR,DO,27,0,,"134,405",,0,,0,,0,,0,,0,,0,,0,,0,,"2,002,082",,0,,0,,0,,0,,0,,0,,,,14.90,,,,,,,,,,,,,
"Valley Metro Rail, Inc.",Phoenix,AZ,90209,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,69184,"Phoenix--Mesa--Scottsdale, AZ","3,976,313",35,SR,PT,3,0,,0,,0,,0,,0,,0,,0,,"372,000",,0,,0,,0,,0,,0,,0,,0,,"14,886",,0,,,,,,,,,,,,,,0.04,,,
Golden Crescent Regional Planning Commission,Victoria,TX,60095,"MPO, COG or Other Planning Agency",Full Reporter,90514,"Victoria, TX","65,986",35,CB,DO,7,"9,920",,"47,840",,0,,0,,0,,0,,0,,0,,0,,"18,439",,"1,260,081",,0,,0,,0,,0,,0,,0,,1.86,,26.34,,,,,,,,,,,,,
"Orange-Newark-Elizabeth, Inc.",Elizabeth,NJ,20166,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",34,MB,DO,34,"221,969",,0,,0,,0,,0,,0,,0,,0,,0,,"903,976",,0,,0,,0,,0,,0,,0,,0,,4.07,,,,,,,,,,,,,,,
"Topeka Metropolitan Transit Authority, dba: Topeka Metro",Topeka,KS,70014,Independent Public Agency or Authority of Transit Service,Full Reporter,88084,"Topeka, KS","148,956",34,DR,PT,2,0,,"2,692",,0,,0,,0,,0,,0,,0,,0,,0,,"27,383",,0,,0,,0,,0,,0,,0,,,,10.17,,,,,,,,,,,,,
Central Indiana Regional Transportation Authority,Indianapolis,IN,50209,Independent Public Agency or Authority of Transit Service,Full Reporter,41212,"Indianapolis, IN","1,699,881",34,MB,PT,2,"23,700",,0,,0,,0,,0,,0,,0,,0,,0,,"187,443",,0,,0,,0,,0,,0,,0,,0,,7.91,,,,,,,,,,,,,,,
"Transit Authority of Central Kentucky, dba: TACK",Elizabethtown,KY,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,26750,"Elizabethtown--Radcliff, KY","76,441",34,DR,DO,26,0,,"123,414",,0,,0,,0,,0,,0,,0,,"8,440",,0,,"1,299,928",,0,,0,,0,,0,,0,,"29,105",,,,10.53,,,,,,,,,,,,3.45,
Central Indiana Regional Transportation Authority,Indianapolis,IN,50209,Independent Public Agency or Authority of Transit Service,Full Reporter,41212,"Indianapolis, IN","1,699,881",34,VP,PT,32,0,,"40,175",,0,,0,,0,,0,,0,,0,,0,,0,,"866,046",,0,,0,,0,,0,,0,,0,,,,21.56,,,,,,,,,,,,,
"Topeka Metropolitan Transit Authority, dba: Topeka Metro",Topeka,KS,70014,Independent Public Agency or Authority of Transit Service,Full Reporter,88084,"Topeka, KS","148,956",34,DR,TX,5,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Topeka Metropolitan Transit Authority, dba: Topeka Metro",Topeka,KS,70014,Independent Public Agency or Authority of Transit Service,Full Reporter,88084,"Topeka, KS","148,956",34,DR,DO,8,0,,"17,789",,0,,0,,0,,0,,0,,0,,0,,0,,"104,527",,0,,0,,0,,0,,0,,0,,,,5.88,,,,,,,,,,,,,
"Transit Authority of Central Kentucky, dba: TACK",Elizabethtown,KY,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,26750,"Elizabethtown--Radcliff, KY","76,441",34,VP,DO,8,0,,"6,697",,0,,0,,0,,0,,0,,0,,0,,0,,"123,703",,0,,0,,0,,0,,0,,0,,,,18.47,,,,,,,,,,,,,
"Topeka Metropolitan Transit Authority, dba: Topeka Metro",Topeka,KS,70014,Independent Public Agency or Authority of Transit Service,Full Reporter,88084,"Topeka, KS","148,956",34,MB,DO,19,"173,770",,0,,0,,0,,0,,0,,0,,0,,0,,"899,749",,0,,0,,0,,0,,0,,0,,0,,5.18,,,,,,,,,,,,,,,
Suburban Transit Corporation,New Brunswick,NJ,20128,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",34,CB,DO,34,"772,193",,0,,0,,0,,0,,0,,0,,0,,0,,"2,921,910",,0,,0,,0,,0,,0,,0,,0,,3.78,,,,,,,,,,,,,,,
Riverside County Transportation Commission,Riverside,CA,90218,"MPO, COG or Other Planning Agency",Full Reporter,75340,"Riverside--San Bernardino, CA","2,276,703",33,VP,PT,33,0,,"37,985",,0,,0,,0,,0,,0,,0,,0,,0,,"345,699",,0,,0,,0,,0,,0,,0,,,,9.10,,,,,,,,,,,,,
"City of Pasadena, dba: Pasadena Transit",Pasadena,CA,99424,"City, County or Local Government Unit or Department of Transportation",Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",33,DR,PT,9,0,,"31,512",,0,,0,,0,,0,,0,,0,,0,,0,,"165,476",,0,,0,,0,,0,,0,,0,,,,5.25,,,,,,,,,,,,,
"City of Fairfield, California, dba: FAST",Fairfield,CA,90092,"City, County or Local Government Unit or Department of Transportation",Full Reporter,28657,"Fairfield, CA","150,122",33,DR,PT,5,0,,"13,996",,0,,0,,0,,0,,0,,0,,0,,0,,"82,801",,0,,0,,0,,0,,0,,0,,,,5.92,,,,,,,,,,,,,
"Altoona Metro Transit, dba: AMTRAN",Altoona,PA,30011,Independent Public Agency or Authority of Transit Service,Full Reporter,1792,"Altoona, PA","74,426",33,DR,PT,12,0,,"7,206",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0.00,,,,,,,,,,,,,
"Harris County, dba:  Community & Economic Development Department",Houston,TX,60108,"City, County or Local Government Unit or Department of Transportation",Full Reporter,40429,"Houston, TX","5,853,575",33,CB,PT,4,"14,056",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.00,,,,,,,,,,,,,,,
The Tri-State Transit Authority,Huntington,WV,30002,Independent Public Agency or Authority of Transit Service,Full Reporter,40753,"Huntington, WV--KY--OH","200,157",33,MB,DO,23,"174,923",,0,,0,,0,,0,,0,,0,,0,,0,,"896,969",,0,,0,,0,,0,,0,,0,,0,,5.13,,,,,,,,,,,,,,,
"Lake County Board of County Commissioners, dba: LakeXpress",Tavares,FL,40158,"City, County or Local Government Unit or Department of Transportation",Full Reporter,48799,"Leesburg--Eustis--Tavares, FL","151,523",33,DR,PT,23,0,,"122,371",,0,,0,,0,,0,,0,,0,,0,,0,,"861,757",,0,,0,,0,,0,,0,,0,,,,7.04,,,,,,,,,,,,,
"City of Pasadena, dba: Pasadena Transit",Pasadena,CA,99424,"City, County or Local Government Unit or Department of Transportation",Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",33,MB,PT,24,0,,0,,0,,"258,854",,0,,0,,0,,0,,0,,0,,0,,0,,"880,599",,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Harris County, dba:  Community & Economic Development Department",Houston,TX,60108,"City, County or Local Government Unit or Department of Transportation",Full Reporter,40429,"Houston, TX","5,853,575",33,DR,TX,17,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"City of Fairfield, California, dba: FAST",Fairfield,CA,90092,"City, County or Local Government Unit or Department of Transportation",Full Reporter,28657,"Fairfield, CA","150,122",33,MB,PT,14,"124,509",,0,,0,,0,,0,,0,,0,,0,,0,,"537,483",,0,,0,,0,,0,,0,,0,,0,,4.32,,,,,,,,,,,,,,,
"City of Fairfield, California, dba: FAST",Fairfield,CA,90092,"City, County or Local Government Unit or Department of Transportation",Full Reporter,28657,"Fairfield, CA","150,122",33,CB,PT,14,"172,195",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.00,,,,,,,,,,,,,,,
"Altoona Metro Transit, dba: AMTRAN",Altoona,PA,30011,Independent Public Agency or Authority of Transit Service,Full Reporter,1792,"Altoona, PA","74,426",33,DR,DO,1,0,,68,,0,,0,,0,,0,,0,,0,,0,,0,,777,,0,,0,,0,,0,,0,,0,,,,11.43,,,,,,,,,,,,,
"Altoona Metro Transit, dba: AMTRAN",Altoona,PA,30011,Independent Public Agency or Authority of Transit Service,Full Reporter,1792,"Altoona, PA","74,426",33,MB,DO,20,"5,240",,0,,0,,"165,175",,0,,0,,0,,0,,0,,"27,442",,0,,0,,"559,499",,0,,0,,0,,0,,5.24,,,,,,,,,,,,,,,
"Rockland Coaches, Inc.",Westwood,NJ,20149,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",33,CB,DO,33,"283,362",,0,,0,,0,,0,,0,,0,,0,,0,,"1,563,294",,0,,0,,0,,0,,0,,0,,0,,5.52,,,,,,,,,,,,,,,
County of Atlantic,Atlantic City,NJ,20199,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3904,"Atlantic City--Ocean City--Villas, NJ","294,921",33,DR,DO,33,"4,158",,"89,271",,0,,0,,0,,0,,0,,0,,0,,"26,598",,"585,887",,0,,0,,0,,0,,0,,0,,6.40,,6.56,,,,,,,,,,,,,
"Lake County Board of County Commissioners, dba: LakeXpress",Tavares,FL,40158,"City, County or Local Government Unit or Department of Transportation",Full Reporter,48799,"Leesburg--Eustis--Tavares, FL","151,523",33,MB,PT,10,"110,503",,"2,292",,0,,0,,0,,0,,0,,0,,0,,"597,109",,"34,199",,0,,0,,0,,0,,0,,0,,5.40,,14.92,,,,,,,,,,,,,
"Harris County, dba:  Community & Economic Development Department",Houston,TX,60108,"City, County or Local Government Unit or Department of Transportation",Full Reporter,40429,"Houston, TX","5,853,575",33,MB,PT,12,0,,"137,046",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0.00,,,,,,,,,,,,,
The Tri-State Transit Authority,Huntington,WV,30002,Independent Public Agency or Authority of Transit Service,Full Reporter,40753,"Huntington, WV--KY--OH","200,157",33,DR,DO,10,0,,"46,828",,0,,0,,0,,0,,0,,0,,0,,0,,"347,839",,0,,0,,0,,0,,0,,0,,,,7.43,,,,,,,,,,,,,
"City of Waukesha , dba: Waukesha Metro Transit",Waukesha,WI,50096,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",32,DR,DO,2,0,,"7,251",,0,,0,,0,,0,,0,,0,,0,,0,,"49,636",,0,,0,,0,,0,,0,,0,,,,6.85,,,,,,,,,,,,,
Yuba-Sutter Transit Authority,Marysville,CA,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,97939,"Yuba City, CA","125,706",32,DR,PT,10,"12,311",,"27,519",,0,,0,,0,,0,,0,,0,,0,,"106,635",,"157,635",,0,,0,,0,,0,,0,,0,,8.66,,5.73,,,,,,,,,,,,,
"Missoula Urban Transportation District, dba: Mountain Line",Missoula,MT,80009,Independent Public Agency or Authority of Transit Service,Full Reporter,57736,"Missoula, MT","88,109",32,MB,DO,20,"111,390",,0,,0,,0,,0,,0,,0,,0,,"192,074",,"511,187",,0,,0,,0,,0,,0,,0,,"190,131",,4.59,,,,,,,,,,,,,,0.99,
"The Tri-County Council for the Lower Eastern Shore of Maryland, dba: Shore Transit",Salisbury,MD,30096,Independent Public Agency or Authority of Transit Service,Full Reporter,78364,"Salisbury, MD--DE","78,075",32,DR,DO,19,0,,"71,097",,"43,175",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"856,547",,0,,0,,,,0.00,,0.00,,,,,,,,,,,
"Western Contra Costa Transit Authority, dba: WestCAT",Pinole,CA,90159,Independent Public Agency or Authority of Transit Service,Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",32,DR,PT,7,0,,"22,083",,0,,0,,0,,0,,0,,0,,0,,0,,"152,956",,0,,0,,0,,0,,0,,0,,,,6.93,,,,,,,,,,,,,
"City of Waukesha , dba: Waukesha Metro Transit",Waukesha,WI,50096,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",32,MB,PT,4,"22,013",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.00,,,,,,,,,,,,,,,
"City of DeKalb, dba: City of DeKalb Public Transit",Dekalb,IL,50176,"City, County or Local Government Unit or Department of Transportation",Full Reporter,22960,"DeKalb, IL","64,736",32,MB,PT,18,"172,975",,"15,753",,0,,0,,0,,0,,0,,0,,0,,"659,675",,"6,465",,0,,0,,0,,0,,0,,0,,3.81,,0.41,,,,,,,,,,,,,
Monsey New Square Trails Corporation,Spring Valley,NY,20135,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",32,CB,DO,32,"288,710",,0,,0,,0,,0,,0,,0,,0,,0,,"841,455",,0,,0,,0,,0,,0,,0,,0,,2.91,,,,,,,,,,,,,,,
"City of Waukesha , dba: Waukesha Metro Transit",Waukesha,WI,50096,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",32,DR,PT,4,2,,"2,213",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.00,,0.00,,,,,,,,,,,,,
Yuba-Sutter Transit Authority,Marysville,CA,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,97939,"Yuba City, CA","125,706",32,MB,PT,15,"107,043",,0,,0,,0,,0,,0,,0,,0,,0,,"533,610",,0,,0,,0,,0,,0,,0,,0,,4.98,,,,,,,,,,,,,,,
"City of Huntsville, Alabama, dba: Huntsville Transit",Huntsville,AL,40071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,40780,"Huntsville, AL","329,066",32,DR,DO,16,0,,"76,498",,0,,0,,0,,0,,0,,0,,0,,0,,"539,977",,0,,0,,0,,0,,0,,0,,,,7.06,,,,,,,,,,,,,
"North Front Range Transportation and Air Quality Planning Council, dba: North Front Range MPO / VanGo",Fort Collins,CO,80106,"MPO, COG or Other Planning Agency",Full Reporter,30628,"Fort Collins, CO","326,332",32,VP,DO,32,0,,"17,333",,0,,0,,0,,0,,0,,0,,0,,0,,"452,064",,0,,0,,0,,0,,0,,0,,,,26.08,,,,,,,,,,,,,
"City of Waukesha , dba: Waukesha Metro Transit",Waukesha,WI,50096,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",32,CB,PT,7,"55,511",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.00,,,,,,,,,,,,,,,
Yuba-Sutter Transit Authority,Marysville,CA,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,97939,"Yuba City, CA","125,706",32,CB,PT,7,"64,607",,0,,0,,0,,0,,0,,0,,0,,0,,"406,250",,0,,0,,0,,0,,0,,0,,0,,6.29,,,,,,,,,,,,,,,
"The Tri-County Council for the Lower Eastern Shore of Maryland, dba: Shore Transit",Salisbury,MD,30096,Independent Public Agency or Authority of Transit Service,Full Reporter,78364,"Salisbury, MD--DE","78,075",32,MB,DO,13,"3,578",,"66,286",,"105,132",,0,,0,,0,,0,,0,,0,,"19,625",,"198,125",,0,,0,,0,,"424,871",,0,,0,,5.48,,2.99,,0.00,,,,,,,,,,,
"Western Contra Costa Transit Authority, dba: WestCAT",Pinole,CA,90159,Independent Public Agency or Authority of Transit Service,Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",32,MB,PT,18,"228,713",,0,,0,,0,,0,,0,,0,,0,,0,,"925,490",,0,,0,,0,,0,,0,,0,,0,,4.05,,,,,,,,,,,,,,,
"Missoula Urban Transportation District, dba: Mountain Line",Missoula,MT,80009,Independent Public Agency or Authority of Transit Service,Full Reporter,57736,"Missoula, MT","88,109",32,DR,DO,12,100,,"28,806",,0,,0,,0,,0,,0,,0,,0,,"5,057",,"254,028",,0,,0,,0,,0,,0,,0,,50.57,,8.82,,,,,,,,,,,,,
"Western Contra Costa Transit Authority, dba: WestCAT",Pinole,CA,90159,Independent Public Agency or Authority of Transit Service,Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",32,CB,PT,7,"81,491",,0,,0,,0,,0,,0,,0,,0,,0,,"457,687",,0,,0,,0,,0,,0,,0,,0,,5.62,,,,,,,,,,,,,,,
"City of Waukesha , dba: Waukesha Metro Transit",Waukesha,WI,50096,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",32,MB,DO,15,"132,918",,0,,0,,0,,0,,0,,0,,0,,0,,"663,518",,0,,0,,0,,0,,0,,0,,0,,4.99,,,,,,,,,,,,,,,
